Number,idOriginal,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY
410,003o0000005EQNB,2,-0.22083,0.35056,411,-5,0,0.08462226,-0.24290097,0.445497006,0.667455621,12.78247211,0.651931138,0.143118126,4.651931138,2.301931138,-1.186881874
411,003o0000005EQLK,2,0.27811,-0.4957,412,-5,0.5,0.08462226,-0.24290097,0.101344855,0.318347067,6.90946825,0.257928552,0.186595062,4.257928552,1.907928552,-1.143404938
412,003o0000005Be02,2,0.35762,-0.31281,413,-5,1,0.08462226,-0.24290097,0.079415039,0.28180674,6.206764951,0.280984254,-0.021514816,4.280984254,1.930984254,-1.351514816
413,003o0000005Be3M,2,0.13229,-0.17092,414,-5,1.5,0.08462226,-0.24290097,0.007453473,0.086333501,2.070206649,-0.041345801,0.075789169,3.958654199,1.608654199,-1.254210831
414,003o0000005Be0N,2,0.33048,-0.09864,415,-5,2,0.08462226,-0.24290097,0.081257256,0.285056583,6.27006878,0.285032063,-0.003738845,4.285032063,1.935032063,-1.333738845
415,003o0000005Bes7,2,0.10238,-0.15352,416,-5,2.5,0.08462226,-0.24290097,0.008304295,0.091127905,2.180298419,-0.052167015,0.074718791,3.947832985,1.597832985,-1.255281209
416,003o0000005EQJ1,2,0.30329,-0.16771,417,-5,3,0.08462226,-0.24290097,0.053469262,0.231234216,5.200427341,0.108424374,-0.204238629,4.108424374,1.758424374,-1.534238629
417,003o0000005EQMc,2,0.40563,0.01926,418,-5,3.5,0.08462226,-0.24290097,0.171774343,0.414456685,8.66863722,-0.301512817,0.284366602,3.698487183,1.348487183,-1.045633398
418,003o0000005EQMe,2,0.29717,-0.1042,419,-5,4,0.08462226,-0.24290097,0.064414501,0.25380012,5.654475887,0.205270282,-0.149260217,4.205270282,1.855270282,-1.479260217
419,003o0000005EQMw,2,0.31819,-0.07408,420,-5,4.5,0.08462226,-0.24290097,0.083054409,0.288191619,6.330984722,0.287862454,0.013770146,4.287862454,1.937862454,-1.316229854
420,003o0000005EQN5,2,0.34969,-0.06535,421,-5,5,0.08462226,-0.24290097,0.101785254,0.319038013,6.922567322,0.256016731,0.190369869,4.256016731,1.906016731,-1.139630131
421,003o0000005Bdza,2,-0.01416,-0.43816,422,-4.5,5,0.08462226,-0.24290097,0.047884024,0.218824184,4.947165269,0.050904067,-0.212821051,4.050904067,1.700904067,-1.542821051
422,003o0000005Be4O,2,0.06801,-0.26045,423,-4,5,0.08462226,-0.24290097,0.000583936,0.02416476,0.596935308,0.01998576,0.013583264,4.01998576,1.66998576,-1.316416736
423,003o0000005Be7u,2,0.32243,0.33382,424,-3.5,5,0.08462226,-0.24290097,0.389159598,0.623826577,12.11963622,0.562605935,-0.269507254,4.562605935,2.212605935,-1.599507254
424,003o0000005Be9a,2,0.01412,-0.50305,425,-3,5,0.08462226,-0.24290097,0.072648086,0.26953309,5.966229675,0.256107289,-0.084006803,4.256107289,1.906107289,-1.414006803
425,003o0000005Be8M,2,0.23914,-0.49348,426,-2.5,5,0.08462226,-0.24290097,0.086665582,0.294390187,6.450992156,0.290255017,0.049169169,4.290255017,1.940255017,-1.280830831
426,003o0000005Be7m,2,-0.09528,-0.34643,427,-2,5,0.08462226,-0.24290097,0.043083083,0.207564648,4.715141101,0.000571242,-0.207563862,4.000571242,1.650571242,-1.537563862
427,003o0000005Be6y,2,0.1036,-0.50472,428,-1.5,5,0.08462226,-0.24290097,0.068909359,0.262505922,5.827464321,0.235715604,-0.115531438,4.235715604,1.885715604,-1.445531438
428,003o0000005Be8E,2,-0.15437,-0.31797,429,-1,5,0.08462226,-0.24290097,0.06275266,0.25050481,5.588682936,0.192480952,-0.160323868,4.192480952,1.842480952,-1.490323868
429,003o0000005Be97,2,-0.1263,-0.4015,430,-0.5,5,0.08462226,-0.24290097,0.069641852,0.263897427,5.855003577,0.240073356,-0.109574796,4.240073356,1.890073356,-1.439574796
430,003o0000005Be7c,2,-0.1646,-0.46676,431,0,5,0.08462226,-0.24290097,0.1122246,0.334999403,7.223271122,0.19755542,0.270548436,4.19755542,1.84755542,-1.059451564
431,003o0000005Be7t,2,0.47048,-0.11363,432,0.5,5,0.08462226,-0.24290097,0.165597179,0.406936333,8.535363175,-0.256315634,0.316068782,3.743684366,1.393684366,-1.013931218
432,003o0000005Be9B,2,-0.14241,-0.3547,433,1,5,0.08462226,-0.24290097,0.06404267,0.253066533,5.639844339,0.20247754,-0.151807497,4.20247754,1.85247754,-1.481807497
433,003o0000005Be7f,2,-0.09933,-0.3957,434,1.5,5,0.08462226,-0.24290097,0.057185978,0.239135898,5.360356998,0.144334663,-0.190665893,4.144334663,1.794334663,-1.520665893
434,003o0000005Be70,2,-0.18927,-0.44225,435,2,5,0.08462226,-0.24290097,0.114757006,0.338758034,7.293558604,0.180064992,0.286938329,4.180064992,1.830064992,-1.043061671
435,003o0000005Be6z,2,0.03033,-0.51155,436,2.5,5,0.08462226,-0.24290097,0.075119951,0.27408019,6.055612476,0.267013544,-0.061836219,4.267013544,1.917013544,-1.391836219
436,003o0000005Be6a,2,0.21204,-0.46606,437,3,5,0.08462226,-0.24290097,0.066035233,0.256973215,5.717665514,0.216965102,-0.137700319,4.216965102,1.866965102,-1.467700319
437,003o0000005Be7S,2,-0.11134,-0.27323,438,3.5,5,0.08462226,-0.24290097,0.039321057,0.198295379,4.522500739,-0.037428084,-0.194731086,3.962571916,1.612571916,-1.524731086
438,003o0000005Be95,2,-0.42924,0.39769,439,4,5,0.08462226,-0.24290097,0.674411213,0.821225434,14.98773974,-0.617280932,0.541641454,3.382719068,1.032719068,-0.788358546
439,003o0000005Be92,2,-0.11617,-0.44365,440,4.5,5,0.08462226,-0.24290097,0.080617705,0.283932571,6.248192222,0.283758748,-0.009933649,4.283758748,1.933758748,-1.339933649
440,003o0000005Be8P,2,0.15159,-0.25504,441,5,5,0.08462226,-0.24290097,0.004632034,0.06805905,1.646075725,-0.005118607,0.067866296,3.994881393,1.644881393,-1.262133704
441,003o0000005Be4X,3,0.58914,0.08527,442,5.5,5,0.3863704,0.2248236,0.060590718,0.246151819,5.50150645,0.174701781,-0.173407052,6.174701781,2.774701781,1.556592948
442,003o0000005Be6j,3,0.55811,0.0164,443,5.5,4.5,0.3863704,0.2248236,0.072934887,0.270064598,5.976694099,0.257479073,-0.081482601,6.257479073,2.857479073,1.648517399
443,003o0000005Be9i,3,0.5054,0.16979,444,5.5,4,0.3863704,0.2248236,0.017196743,0.131136352,3.080568716,-0.130892257,0.007997491,5.869107743,2.469107743,1.737997491
444,003o0000005Be74,3,0.46965,0.23166,445,5.5,3.5,0.3863704,0.2248236,0.006982228,0.083559728,2.006291638,-0.035250468,0.075760363,5.964749532,2.564749532,1.805760363
445,003o0000005Be6m,3,0.53448,0.21044,446,5.5,3,0.3863704,0.2248236,0.022143342,0.14880639,3.46808703,-0.14094532,-0.047725866,5.85905468,2.45905468,1.682274134
446,003o0000005Be6n,3,0.53861,0.12777,447,5.5,2.5,0.3863704,0.2248236,0.032596297,0.180544446,4.14939318,-0.096360546,-0.152679214,5.903639454,2.503639454,1.577320786
447,003o0000005Be6r,3,0.58758,0.16043,448,5.5,2,0.3863704,0.2248236,0.044631839,0.211262488,4.791579855,0.016712581,-0.2106004,6.016712581,2.616712581,1.5193996
448,003o0000005Be6s,3,0.49616,0.15879,449,5.5,1.5,0.3863704,0.2248236,0.016414193,0.128117886,3.013766402,-0.127072616,0.016332267,5.872927384,2.472927384,1.746332267
449,003o0000005Be7p,3,0.51469,0.09413,450,5.5,1,0.3863704,0.2248236,0.033546737,0.183157683,4.204671672,-0.089048293,-0.160053548,5.910951707,2.510951707,1.569946452
450,003o0000005Be9w,3,0.52297,0.0565,451,5.5,0.5,0.3863704,0.2248236,0.046992285,0.21677704,4.905139814,0.041525703,-0.212762546,6.041525703,2.641525703,1.517237454
451,003o0000005Be9C,3,0.52723,0.14993,452,5.5,0,0.3863704,0.2248236,0.025450478,0.15953206,3.700413184,-0.135264209,-0.084581747,5.864735791,2.464735791,1.645418253
452,003o0000005Be9J,3,0.49947,0.11532,453,5.5,-0.5,0.3863704,0.2248236,0.024782558,0.157424769,3.654937765,-0.137133759,-0.07731035,5.862866241,2.462866241,1.65268965
453,003o0000005Be7U,3,0.28002,0.35782,454,5.5,-1,0.3863704,0.2248236,0.02899845,0.170289313,3.93127485,-0.119895772,-0.120927473,5.880104228,2.480104228,1.609072527
454,003o0000005Be7V,3,0.19924,0.17994,455,5.5,-1.5,0.3863704,0.2248236,0.037032324,0.192437845,4.399995519,-0.059143296,-0.183123987,5.940856704,2.540856704,1.546876013
455,003o0000005Be7W,3,0.20592,0.29021,456,5.5,-2,0.3863704,0.2248236,0.036837728,0.191931572,4.389379015,-0.06092336,-0.182005693,5.93907664,2.53907664,1.547994307
456,003o0000005Be7X,3,0.26024,0.36552,457,5.5,-2.5,0.3863704,0.2248236,0.035704355,0.18895596,4.326889435,-0.071051611,-0.175088616,5.928948389,2.528948389,1.554911384
457,003o0000005Be7Y,3,0.3697,0.12279,458,5.5,-3,0.3863704,0.2248236,0.010688758,0.103386449,2.459601008,-0.080260848,0.065168658,5.919739152,2.519739152,1.795168658
458,003o0000005Be7Z,3,0.20886,0.29922,459,5.5,-3.5,0.3863704,0.2248236,0.037044766,0.19247017,4.400673225,-0.059029092,-0.183194795,5.940970908,2.540970908,1.546805205
459,003o0000005Be7b,3,0.1972,0.27958,460,5.5,-4,0.3863704,0.2248236,0.038783704,0.196935785,4.494119472,-0.042644576,-0.192263215,5.957355424,2.557355424,1.537736785
460,003o0000005BenK,3,0.28162,0.38683,461,5.5,-4.5,0.3863704,0.2248236,0.03721872,0.192921538,4.410134314,-0.057427614,-0.184175973,5.942572386,2.542572386,1.545824027
461,003o0000005Be7q,3,0.33108,0.41685,462,5.5,-5,0.3863704,0.2248236,0.039931167,0.199827842,4.554452047,-0.031429153,-0.197340758,5.968570847,2.568570847,1.532659242
462,003o0000005Be7w,3,0.22474,0.31459,463,5.5,-5.5,0.3863704,0.2248236,0.034182393,0.184884809,4.241139067,-0.083937762,-0.164732647,5.916062238,2.516062238,1.565267353
463,003o0000005Be81,3,0.26589,0.34994,464,5,-5.5,0.3863704,0.2248236,0.03016964,0.1736941,4.003903129,-0.113020102,-0.131894264,5.886979898,2.486979898,1.598105736
464,003o0000005Be8p,3,0.21745,0.30978,465,4.5,-5.5,0.3863704,0.2248236,0.035751691,0.189081177,4.329522215,-0.070637174,-0.175391223,5.929362826,2.529362826,1.554608777
465,003o0000005Be94,3,0.27381,0.37109,466,4,-5.5,0.3863704,0.2248236,0.034063703,0.184563548,4.23435983,-0.084904796,-0.163874583,5.915095204,2.515095204,1.566125417
